Root; d__Bacteria; p__Acidobacteriota; c__G020349885; o__G020349885
Root; d__Bacteria; p__Acidobacteriota; c__HRBIN11; o__HRBIN11
Root; d__Bacteria; p__Acidobacteriota; c__HRBIN11; o__JAKEFK01
Root; d__Bacteria; p__Acidobacteriota; c__HRBIN11; o__MFGW01
Root; d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Acanthopleuribacterales
Root; d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Holophagales
Root; d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Thermotomaculales
Root; d__Bacteria; p__Acidobacteriota; c__Polarisedimenticolia; o__Gp22-AA2
Root; d__Bacteria; p__Acidobacteriota; c__Polarisedimenticolia; o__J045
Root; d__Bacteria; p__Acidobacteriota; c__Polarisedimenticolia; o__JACPZX01
Root; d__Bacteria; p__Acidobacteriota; c__Polarisedimenticolia; o__Polarisedimenticolales
Root; d__Bacteria; p__Acidobacteriota; c__Polarisedimenticolia; o__QHYA01
Root; d__Bacteria; p__Acidobacteriota; c__Polarisedimenticolia; o__SMYD01
Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__2-12-FULL-54-10
Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__20CM-2-55-15
Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Acidoferrales
Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales
Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__JAIQFV01
Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__JAJPHL01
Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales
Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__UBA7540
Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__VXMN01
Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Gp7-AA8
Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales
Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA2201
Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5066
Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5704
Root; d__Bacteria; p__Acidobacteriota; c__UBA4820; o__UBA4820
Root; d__Bacteria; p__Acidobacteriota; c__UBA6911; o__CAINFC01
Root; d__Bacteria; p__Acidobacteriota; c__UBA6911; o__JAAYUB01
Root; d__Bacteria; p__Acidobacteriota; c__UBA6911; o__JACOSC01
Root; d__Bacteria; p__Acidobacteriota; c__UBA6911; o__JACQTF01
Root; d__Bacteria; p__Acidobacteriota; c__UBA6911; o__RPQK01
Root; d__Bacteria; p__Acidobacteriota; c__UBA6911; o__UBA6911
Root; d__Bacteria; p__Acidobacteriota; c__UBA890; o__UBA890
Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Bin61
Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Fen-336
Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales
Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__ATN3
Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__Acidimicrobiales
Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__Actinomarinales
Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__IMCC26256
Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__UBA2766
Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__UBA5794
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Acidothermales
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Euzebyales
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__JACCUZ01
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__JACCYY01
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__JAHEKZ01
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__JAJYSQ01
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__JAJZTN01
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__JAKEEW01
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Jiangellales
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Motilibacterales
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Mycobacteriales
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Nanopelagicales
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Nitriliruptorales
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Propionibacteriales
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Sporichthyales
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Streptomycetales
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Streptosporangiales
Root; d__Bacteria; p__Actinomycetota; c__Aquicultoria; o__Aquicultorales
Root; d__Bacteria; p__Actinomycetota; c__Aquicultoria; o__Geothermocultorales
Root; d__Bacteria; p__Actinomycetota; c__Aquicultoria; o__JACQXZ01
Root; d__Bacteria; p__Actinomycetota; c__Aquicultoria; o__SURF-47
Root; d__Bacteria; p__Actinomycetota; c__Aquicultoria; o__Subteraquimicrobiales
Root; d__Bacteria; p__Actinomycetota; c__Aquicultoria; o__UBA3085
Root; d__Bacteria; p__Actinomycetota; c__CAJVYJ01; o__CAJVYJ01
Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales
Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__OPB41
Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__WRKU01
Root; d__Bacteria; p__Actinomycetota; c__DYIV01; o__DYIV01
Root; d__Bacteria; p__Actinomycetota; c__Geothermincolia; o__Fen-727
Root; d__Bacteria; p__Actinomycetota; c__Geothermincolia; o__Geothermincolales
Root; d__Bacteria; p__Actinomycetota; c__Humimicrobiia; o__Hakubanellales
Root; d__Bacteria; p__Actinomycetota; c__Humimicrobiia; o__Humimicrobiales
Root; d__Bacteria; p__Actinomycetota; c__Humimicrobiia; o__JAHJRV01
Root; d__Bacteria; p__Actinomycetota; c__JAHEXW01; o__JAHEXW01
Root; d__Bacteria; p__Actinomycetota; c__Rubrobacteria; o__Rubrobacterales
Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__BMS3ABIN01
Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales
Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Miltoncostaeales
Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__RBG-16-64-13
Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales
Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__UBA2241
Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__AC-67
Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__CADDZG01
Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__JAHWKV01
Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__UBA4738
Root; d__Bacteria; p__Aerophobota; c__Aerophobia; o__Aerophobales
Root; d__Bacteria; p__Aquificota; c__Aquificae; o__Aquificales
Root; d__Bacteria; p__Aquificota; c__Aquificae; o__Hydrogenothermales
Root; d__Bacteria; p__Aquificota; c__Desulfurobacteriia; o__Desulfurobacteriales
Root; d__Bacteria; p__Armatimonadota; c__Abditibacteria; o__Abditibacteriales
Root; d__Bacteria; p__Armatimonadota; c__Abditibacteria; o__CG2-30-59-28
Root; d__Bacteria; p__Armatimonadota; c__Abditibacteria; o__CG2-30-66-41
Root; d__Bacteria; p__Armatimonadota; c__Armatimonadia; o__Armatimonadales
Root; d__Bacteria; p__Armatimonadota; c__CAIYQO01; o__CAIYQO01
Root; d__Bacteria; p__Armatimonadota; c__CAIYQO01; o__GCA-020354555
Root; d__Bacteria; p__Armatimonadota; c__CAIYQO01; o__WVXJ01
Root; d__Bacteria; p__Armatimonadota; c__Chthonomonadetes; o__Chthonomonadales
Root; d__Bacteria; p__Armatimonadota; c__DTGP01; o__DTGP01
Root; d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales
Root; d__Bacteria; p__Armatimonadota; c__HRBIN16; o__HRBIN16
Root; d__Bacteria; p__Armatimonadota; c__HRBIN17; o__HRBIN17
Root; d__Bacteria; p__Armatimonadota; c__JAAZEB01; o__JAAZEB01
Root; d__Bacteria; p__Armatimonadota; c__JADLDR01; o__JADLDR01
Root; d__Bacteria; p__Armatimonadota; c__SYMT01; o__SYMT01
Root; d__Bacteria; p__Armatimonadota; c__UBA10988; o__UBA10988
Root; d__Bacteria; p__Armatimonadota; c__UBA5377; o__UBA1398
Root; d__Bacteria; p__Armatimonadota; c__UBA5377; o__UBA5377
Root; d__Bacteria; p__Armatimonadota; c__UBA5829; o__DSUL01
Root; d__Bacteria; p__Armatimonadota; c__UBA5829; o__DTJY01
Root; d__Bacteria; p__Armatimonadota; c__UBA5829; o__UBA5829
Root; d__Bacteria; p__Atribacterota; c__Atribacteria; o__Atribacterales
Root; d__Bacteria; p__Atribacterota; c__JS1; o__SB-45
Root; d__Bacteria; p__Auribacterota; c__Auribacteria; o__Auribacterales
Root; d__Bacteria; p__B130-G9; c__B130-G9; o__B130-G9
Root; d__Bacteria; p__BMS3Abin14; c__BMS3Abin14; o__BMS3Abin14
Root; d__Bacteria; p__BS750m-G25; c__BS750m-G25; o__BS750m-G25
Root; d__Bacteria; p__BS750m-G34; c__BS750m-G34; o__BS750m-G34
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Acholeplasmatales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Alicyclobacillales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Aneurinibacillales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_D
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_E
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_F
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_G
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_H
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_I
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_K
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Brevibacillales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__CAJFEE01
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Caldalkalibacillales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Calditerricolales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Culicoidibacterales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__DSM-22653
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__DSM-22679
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Desulfuribacillales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Exiguobacterales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Haloplasmatales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Izemoplasmatales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__JACDOE01
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Kyrpidiales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__MAG-NZ
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__ML615J-28
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Mycoplasmatales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Paenibacillales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RES148
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RF39
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Rubeoparvulales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Staphylococcales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Tepidibacillales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Thermicanales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Thermoactinomycetales
Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Tumebacillales
Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Acetivibrionales
Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Acetivibrionales_A
Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Acetivibrionales_B
Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Caldicoprobacterales
Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Ch29
Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales
Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales
Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__DUPQ01
